# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.6002,1276.5,85.451,-15.71,85.452,15.71,14.111,-0.0070774,14.111,-0.028737,0.51382,0.11089,37.2,-80.6,9.7947,0.047643,-3.4151e-7,-2.1387,0.0020171,1705.5,0,0.58512,0.0079262,121.01,108.92,1.5364,0.25548,8136550,0,10.088,0.53406,0.53407,0.35629,0.049282,0.12848,0.0082782,0.013039,-4.3585e-4,0,0,0,0,-2.5695e-4,0.0099269,7.87,48.645,88.134,-0.01769,NaN,5.52,849.98,334.64,0.01,0.3687
7.6102,1277.3,85.294,-15.69,85.295,15.69,14.116,-0.0070843,14.116,-0.028754,0.51311,0.031692,37.2,-80.6,9.7947,0.089736,-3.4133e-7,-2.1117,3.8966e-4,1705.5,0,0.58512,0.0079262,120.94,108.92,1.5276,0.25501,8120929,0,10.05,0.53402,0.53403,0.3563,0.049264,0.12845,0.01562,0.024357,-4.1496e-4,0,0,0,0,-2.5143e-4,0.0099087,7.87,48.645,88.113,-0.018465,NaN,5.5144,849.89,334.64,0.01,0.36889
7.6202,1278.2,85.137,-15.67,85.138,15.67,14.121,-0.0070911,14.121,-0.028772,0.51318,0.0457,37.2,-80.6,9.7947,0.13103,-3.4138e-7,-2.069,-3.6787e-4,1705.5,0,0.58512,0.0079262,120.87,108.92,1.519,0.25454,8105333,0,10.011,0.53398,0.53401,0.35631,0.049247,0.12842,0.02285,0.035423,-8.0795e-5,0,0,0,0,-2.4225e-4,0.0098905,7.87,48.645,88.092,-0.019194,NaN,5.5089,849.8,334.64,0.01,0.36907
7.6302,1279,84.98,-15.65,84.982,15.65,14.126,-0.0070979,14.126,-0.028789,0.51402,0.12103,37.2,-80.6,9.7947,0.17139,-3.4075e-7,-2.011,-5.8167e-4,1705.5,0,0.58512,0.0079262,120.81,108.92,1.5106,0.25407,8089764,0,9.9731,0.53394,0.53399,0.35632,0.04923,0.12839,0.02994,0.045763,-3.5125e-4,0,0,0,0,-2.2972e-4,0.0098723,7.87,48.645,88.072,-0.01993,NaN,5.5033,849.71,334.63,0.01,0.36928
7.6402,1279.9,84.824,-15.63,84.825,15.631,14.132,-0.0071048,14.132,-0.028806,0.51559,0.19404,37.2,-80.6,9.7947,0.21067,-3.4192e-7,-1.938,-7.1732e-4,1705.5,0,0.58512,0.0079262,120.74,108.92,1.5025,0.2536,8074219,0,9.935,0.5339,0.53398,0.35633,0.049212,0.12836,0.036865,0.055144,4.427e-4,0,0,0,0,-2.1412e-4,0.0098541,7.87,48.645,88.052,-0.020597,NaN,5.4978,849.62,334.63,0.01,0.36947
7.6502,1280.7,84.668,-15.611,84.669,15.613,14.137,-0.0071117,14.137,-0.028824,0.51789,0.2629,37.2,-80.6,9.7947,0.24792,-3.4097e-7,-1.8515,-9.5535e-4,1705.5,0,0.58512,0.0079262,120.68,108.92,1.4948,0.25313,8058702,0,9.8972,0.53386,0.53396,0.35634,0.049195,0.12833,0.043451,0.065596,3.7715e-5,0,0,0,0,-1.9617e-4,0.009836,7.87,48.645,88.033,-0.021261,NaN,5.4923,849.53,334.63,0.01,0.36966
7.6602,1281.6,84.512,-15.589,84.513,15.591,14.142,-0.0071187,14.142,-0.028841,0.52054,0.26684,37.2,-80.6,9.7947,0.25145,-3.4082e-7,-1.758,-7.6794e-4,1705.5,0,0.58512,0.0079262,120.68,108.92,1.494,0.25267,8043348,0,9.8594,0.53382,0.53393,0.35635,0.049178,0.1283,0.044076,0.065606,-1.2681e-4,0,0,0,0,-1.775e-4,0.0098179,7.87,48.645,88.015,-0.021882,NaN,5.4868,849.44,334.62,0.01,0.36984
7.6702,1282.4,84.356,-15.567,84.357,15.569,14.147,-0.0071257,14.147,-0.028859,0.52322,0.26892,37.2,-80.6,9.7947,0.25397,-3.3971e-7,-1.6638,-6.8664e-4,1705.5,0,0.58512,0.0079262,120.67,108.92,1.4934,0.25221,8028018,0,9.8217,0.53378,0.53389,0.35635,0.049161,0.12827,0.044522,0.066293,-2.0915e-4,0,0,0,0,-1.5958e-4,0.0097998,7.87,48.645,87.998,-0.022484,NaN,5.4813,849.35,334.62,0.01,0.37003
7.6802,1283.3,84.2,-15.545,84.202,15.547,14.152,-0.0071327,14.152,-0.028877,0.52591,0.26917,37.2,-80.6,9.7947,0.25549,-3.3916e-7,-1.5694,-5.2196e-4,1705.5,0,0.58512,0.0079262,120.67,108.92,1.493,0.25175,8012712,0,9.7842,0.53375,0.53385,0.35636,0.049144,0.12824,0.04479,0.067254,-4.0952e-5,0,0,0,0,-1.425e-4,0.0097817,7.87,48.645,87.981,-0.023052,NaN,5.4759,849.26,334.62,0.01,0.37022
7.6902,1284.1,84.045,-15.523,84.047,15.525,14.158,-0.0071398,14.158,-0.028895,0.52859,0.26762,37.2,-80.6,9.7947,0.25602,-3.3855e-7,-1.4746,-7.1035e-4,1705.5,0,0.58512,0.0079262,120.67,108.92,1.4928,0.25129,7997431,0,9.7467,0.53371,0.53381,0.35637,0.049127,0.12821,0.044883,0.067518,4.3187e-4,0,0,0,0,-1.2627e-4,0.0097637,7.87,48.645,87.966,-0.023609,NaN,5.4704,849.17,334.61,0.01,0.37041
7.7002,1284.9,83.89,-15.501,83.891,15.503,14.163,-0.0071469,14.163,-0.028913,0.53126,0.26532,37.2,-80.6,9.7947,0.25609,-3.386e-7,-1.3801,-6.5426e-4,1705.5,0,0.58512,0.0079262,120.67,108.92,1.4928,0.25083,7982172,0,9.7094,0.53367,0.53378,0.35638,0.04911,0.12818,0.044895,0.067321,3.2103e-6,0,0,0,0,-1.1101e-4,0.0097457,7.87,48.645,87.952,-0.024223,NaN,5.4649,849.08,334.61,0.01,0.37059
7.7102,1285.8,83.735,-15.481,83.737,15.484,14.168,-0.0071541,14.168,-0.028931,0.53408,0.29949,37.2,-80.6,9.7947,0.27548,-3.3868e-7,-1.2825,-4.8993e-4,1705.5,0,0.58512,0.0079262,120.64,108.92,1.4887,0.25037,7966848,0,9.6723,0.53363,0.53375,0.35639,0.049094,0.12815,0.048333,0.072112,2.66e-4,0,0,0,0,-9.6224e-5,0.0097277,7.87,48.645,87.939,-0.02477,NaN,5.4595,848.99,334.61,0.01,0.37077
7.7202,1286.6,83.58,-15.46,83.582,15.464,14.174,-0.0071614,14.174,-0.028949,0.53724,0.3313,37.2,-80.6,9.7947,0.29366,-3.3934e-7,-1.1787,-6.639e-4,1705.5,0,0.58512,0.0079262,120.61,108.92,1.485,0.24991,7951548,0,9.6353,0.53359,0.53373,0.3564,0.049077,0.12812,0.051563,0.076939,3.675e-5,0,0,0,0,-8.1579e-5,0.0097097,7.87,48.645,87.926,-0.025267,NaN,5.454,848.9,334.6,0.01,0.37102
7.7302,1287.4,83.426,-15.44,83.427,15.444,14.179,-0.0071687,14.179,-0.028968,0.5407,0.36066,37.2,-80.6,9.7947,0.31059,-3.3804e-7,-1.0693,-4.0748e-4,1705.5,0,0.58512,0.0079262,120.58,108.92,1.4814,0.24945,7936271,0,9.5984,0.53355,0.53371,0.3564,0.04906,0.12809,0.054575,0.080915,-4.445e-4,0,0,0,0,-6.739e-5,0.0096918,7.87,48.645,87.915,-0.025727,NaN,5.4486,848.81,334.6,0.01,0.37137
7.7402,1288.3,83.271,-15.419,83.273,15.424,14.184,-0.0071761,14.184,-0.028987,0.54444,0.38754,37.2,-80.6,9.7947,0.32623,-3.3866e-7,-0.95475,-9.3196e-6,1705.5,0,0.58512,0.0079262,120.55,108.92,1.4782,0.24899,7921017,0,9.5617,0.53351,0.53369,0.35641,0.049043,0.12806,0.057361,0.084515,1.2142e-4,0,0,0,0,-5.3924e-5,0.0096738,7.87,48.645,87.905,-0.026033,NaN,5.4432,848.72,334.6,0.01,0.37165
7.7502,1289.1,83.117,-15.399,83.119,15.404,14.19,-0.0071836,14.19,-0.029006,0.54844,0.41225,37.2,-80.6,9.7947,0.34074,-3.3752e-7,-0.83517,1.0142e-4,1705.5,0,0.58512,0.0079262,120.53,108.92,1.4752,0.24853,7905786,0,9.5251,0.53348,0.53367,0.35642,0.049027,0.12803,0.059949,0.088268,7.4149e-5,0,0,0,0,-4.1416e-5,0.0096559,7.87,48.645,87.896,-0.026231,NaN,5.4378,848.63,334.59,0.01,0.37185
7.7602,1289.9,82.963,-15.379,82.965,15.385,14.195,-0.0071911,14.195,-0.029025,0.55275,0.44791,37.2,-80.6,9.7947,0.36115,-3.3861e-7,-0.71028,2.2128e-4,1705.5,0,0.58512,0.0079262,120.5,108.92,1.471,0.24807,7890547,0,9.4887,0.53344,0.53365,0.35643,0.04901,0.128,0.063595,0.093947,2.8107e-4,0,0,0,0,-3.0067e-5,0.0096381,7.87,48.645,87.888,-0.026374,NaN,5.4324,848.54,334.59,0.01,0.37205
7.7702,1290.8,82.81,-15.359,82.812,15.366,14.201,-0.0071987,14.201,-0.029044,0.55739,0.48075,37.2,-80.6,9.7947,0.3801,-3.3735e-7,-0.57904,6.5436e-5,1705.5,0,0.58512,0.0079262,120.47,108.92,1.4671,0.24761,7875332,0,9.4523,0.5334,0.53364,0.35644,0.048994,0.12797,0.066985,0.098597,-4.5936e-4,0,0,0,0,-2.0057e-5,0.0096202,7.87,48.645,87.882,-0.026461,NaN,5.427,848.46,334.59,0.01,0.37224
7.7802,1291.6,82.656,-15.339,82.658,15.347,14.207,-0.0072063,14.207,-0.029064,0.56235,0.51072,37.2,-80.6,9.7947,0.39754,-3.3677e-7,-0.44239,2.0062e-4,1705.5,0,0.58512,0.0079262,120.44,108.92,1.4635,0.24715,7860140,0,9.4161,0.53336,0.53362,0.35644,0.048977,0.12794,0.07011,0.1025,-4.3801e-4,0,0,0,0,-1.1751e-5,0.0096024,7.87,48.645,87.877,-0.026517,NaN,5.4216,848.37,334.58,0.01,0.37242
7.7902,1292.4,82.503,-15.319,82.505,15.328,14.212,-0.0072141,14.212,-0.029083,0.5676,0.53779,37.2,-80.6,9.7947,0.41344,-3.3525e-7,-0.30048,3.4463e-4,1705.5,0,0.58512,0.0079262,120.41,108.92,1.4602,0.2467,7844971,0,9.38,0.53333,0.5336,0.35645,0.048961,0.12791,0.072962,0.10647,4.3086e-4,0,0,0,0,-5.4415e-6,0.0095846,7.87,48.645,87.873,-0.026481,NaN,5.4163,848.28,334.58,0.01,0.37262
7.8002,1293.2,82.35,-15.298,82.352,15.309,14.218,-0.0072219,14.218,-0.029103,0.5731,0.56107,37.2,-80.6,9.7947,0.42731,-3.3296e-7,-0.15399,3.2755e-4,1705.5,0,0.58512,0.0079262,120.39,108.92,1.4574,0.24624,7829827,0,9.344,0.53329,0.53359,0.35646,0.048944,0.12788,0.075453,0.11018,-2.7786e-4,0,0,0,0,-1.4345e-6,0.0095668,7.87,48.645,87.871,-0.026455,NaN,5.4109,848.19,334.58,0.01,0.37296
7.8102,1294.1,82.197,-15.277,82.199,15.287,14.224,-0.0072297,14.224,-0.029123,0.57865,0.54852,37.2,-80.6,9.7947,0.42168,-3.3237e-7,-0.0063596,2.744e-5,1705.5,0,0.58512,0.0079262,120.4,108.92,1.4584,0.24579,7814780,0,9.3079,0.53325,0.53354,0.35647,0.048928,0.12785,0.074441,0.10906,-3.3093e-4,0,0,0,0,0,0.0095491,7.87,48.645,87.87,-0.026406,NaN,5.4056,848.11,334.57,0.01,0.37331
7.8202,1294.9,82.044,-15.255,82.046,15.264,14.229,-0.0072376,14.229,-0.029143,0.58406,0.53366,37.2,-80.6,9.7947,0.41468,-3.3253e-7,0.13803,3.8763e-4,1705.5,0,0.58512,0.0079262,120.41,108.92,1.4597,0.24533,7799756,0,9.2718,0.53321,0.53349,0.35648,0.048912,0.12782,0.07318,0.10671,4.9302e-5,0,0,0,0,1.1611e-6,0.0095314,7.87,48.645,87.871,-0.026324,NaN,5.4002,848.02,334.57,0.01,0.37364
7.8302,1295.7,81.892,-15.233,81.894,15.242,14.235,-0.0072456,14.235,-0.029163,0.58931,0.51662,37.2,-80.6,9.7947,0.40633,-3.3207e-7,0.2796,2.528e-4,1705.5,0,0.58512,0.0079262,120.42,108.92,1.4613,0.24488,7784755,0,9.2358,0.53318,0.53345,0.35648,0.048896,0.1278,0.07168,0.10432,-3.0199e-4,0,0,0,0,4.782e-6,0.0095137,7.87,48.645,87.873,-0.026194,NaN,5.3949,847.93,334.57,0.01,0.37404
7.8402,1296.5,81.74,-15.211,81.742,15.22,14.241,-0.0072537,14.241,-0.029183,0.59438,0.49751,37.2,-80.6,9.7947,0.3967,-3.3235e-7,0.41734,9.2877e-5,1705.5,0,0.58512,0.0079262,120.44,108.92,1.4632,0.24443,7769777,0,9.2,0.53314,0.5334,0.35649,0.04888,0.12777,0.06995,0.10275,-1.9187e-4,0,0,0,0,1.0694e-5,0.009496,7.87,48.645,87.876,-0.026081,NaN,5.3896,847.84,334.56,0.01,0.37426
7.8502,1297.3,81.588,-15.19,81.59,15.197,14.247,-0.0072618,14.247,-0.029203,0.59926,0.47732,37.2,-80.6,9.7947,0.38631,-3.3237e-7,0.5515,5.1118e-4,1705.5,0,0.58512,0.0079262,120.45,108.92,1.4652,0.24398,7754821,0,9.1642,0.5331,0.53335,0.3565,0.048864,0.12774,0.068086,0.10001,4.2793e-4,0,0,0,0,1.8743e-5,0.0094783,7.87,48.645,87.881,-0.025912,NaN,5.3843,847.76,334.56,0.01,0.37455
7.8602,1298.2,81.436,-15.169,81.438,15.177,14.253,-0.0072699,14.253,-0.029224,0.60409,0.48906,37.2,-80.6,9.7947,0.39355,-3.3155e-7,0.68429,3.2601e-4,1705.5,0,0.58512,0.0079262,120.44,108.92,1.4637,0.24352,7739810,0,9.1288,0.53307,0.53332,0.35651,0.048848,0.12771,0.069382,0.10129,-1.839e-4,0,0,0,0,2.8965e-5,0.0094607,7.87,48.645,87.887,-0.02571,NaN,5.379,847.67,334.56,0.01,0.37478
7.8702,1299,81.284,-15.149,81.287,15.157,14.259,-0.0072781,14.259,-0.029244,0.60903,0.49841,37.2,-80.6,9.7947,0.39943,-3.3208e-7,0.81906,7.4917e-4,1705.5,0,0.58512,0.0079262,120.43,108.92,1.4624,0.24307,7724822,0,9.0934,0.53303,0.53329,0.35652,0.048832,0.12768,0.070434,0.10337,-4.3555e-4,0,0,0,0,4.1652e-5,0.0094431,7.87,48.645,87.895,-0.025472,NaN,5.3737,847.58,334.56,0.01,0.37497
7.8802,1299.8,81.133,-15.128,81.135,15.137,14.265,-0.0072864,14.265,-0.029265,0.61405,0.50538,37.2,-80.6,9.7947,0.40395,-3.3229e-7,0.9549,8.3697e-4,1705.5,0,0.58512,0.0079262,120.42,108.92,1.4615,0.24262,7709858,0,9.0582,0.53299,0.53326,0.35652,0.048816,0.12765,0.071244,0.1044,-3.516e-4,0,0,0,0,5.6826e-5,0.0094255,7.87,48.645,87.904,-0.025132,NaN,5.3684,847.5,334.55,0.01,0.37523
7.8902,1300.6,80.982,-15.108,80.984,15.116,14.272,-0.0072947,14.272,-0.029286,0.61913,0.51002,37.2,-80.6,9.7947,0.40712,-3.3232e-7,1.0911,6.0502e-4,1705.5,0,0.58512,0.0079262,120.42,108.92,1.4607,0.24217,7694916,0,9.0231,0.53296,0.53323,0.35653,0.0488,0.12762,0.071812,0.1052,-1.8456e-4,0,0,0,0,7.4477e-5,0.009408,7.87,48.645,87.914,-0.024809,NaN,5.3631,847.41,334.55,0.01,0.37557
7.9002,1301.4,80.831,-15.087,80.833,15.096,14.278,-0.007303,14.278,-0.029307,0.62424,0.51191,37.2,-80.6,9.7947,0.40869,-3.3289e-7,1.2278,7.8629e-4,1705.5,0,0.58512,0.0079262,120.41,108.92,1.4604,0.24172,7.68e6,0,8.988,0.53292,0.53319,0.35654,0.048784,0.1276,0.072092,0.10499,-2.833e-5,0,0,0,0,9.4656e-5,0.0093904,7.87,48.645,87.925,-0.024508,NaN,5.3579,847.33,334.55,0.01,0.37585
7.9102,1302.2,80.68,-15.066,80.682,15.074,14.284,-0.0073114,14.284,-0.029327,0.62927,0.49328,37.2,-80.6,9.7947,0.39858,-3.3241e-7,1.3625,5.0513e-4,1705.5,0,0.58512,0.0079262,120.43,108.92,1.4623,0.24127,7665144,0,8.9529,0.53288,0.53314,0.35655,0.048768,0.12757,0.070277,0.10289,4.7667e-4,0,0,0,0,1.17e-4,0.0093729,7.87,48.645,87.938,-0.024231,NaN,5.3526,847.24,334.54,0.01,0.37616
7.9202,1303,80.529,-15.044,80.532,15.052,14.29,-0.0073198,14.29,-0.029348,0.6341,0.47286,37.2,-80.6,9.7947,0.3873,-3.3395e-7,1.4933,2.8742e-4,1705.5,0,0.58512,0.0079262,120.45,108.92,1.4645,0.24082,7650312,0,8.9179,0.53285,0.53309,0.35656,0.048753,0.12754,0.068252,0.099346,-4.9331e-4,0,0,0,0,1.4106e-4,0.0093555,7.87,48.645,87.953,-0.024022,NaN,5.3474,847.15,334.54,0.01,0.37671
7.9302,1303.8,80.379,-15.023,80.382,15.029,14.297,-0.0073283,14.297,-0.029369,0.63872,0.45078,37.2,-80.6,9.7947,0.37489,-3.3377e-7,1.6197,1.1921e-4,1705.5,0,0.58512,0.0079262,120.46,108.92,1.4669,0.24037,7635503,0,8.8831,0.53281,0.53304,0.35656,0.048737,0.12751,0.066029,0.097187,-1.0349e-4,0,0,0,0,1.6659e-4,0.009338,7.87,48.645,87.968,-0.023841,NaN,5.3422,847.07,334.54,0.01,0.37712
7.9402,1304.6,80.229,-15.001,80.232,15.007,14.303,-0.0073367,14.303,-0.02939,0.64311,0.42713,37.2,-80.6,9.7947,0.36143,-3.3273e-7,1.7417,-1.1026e-4,1705.5,0,0.58512,0.0079262,120.49,108.92,1.4696,0.23992,7620717,0,8.8483,0.53278,0.53299,0.35657,0.048721,0.12748,0.063619,0.093197,1.1997e-4,0,0,0,0,1.9335e-4,0.0093206,7.87,48.645,87.985,-0.023717,NaN,5.3369,846.98,334.53,0.01,0.37743
7.9502,1305.4,80.079,-14.98,80.082,14.985,14.31,-0.0073452,14.31,-0.02941,0.64726,0.40153,37.2,-80.6,9.7947,0.34665,-3.3196e-7,1.8584,-2.2503e-4,1705.5,0,0.58512,0.0079262,120.51,108.92,1.4725,0.23948,7605954,0,8.8136,0.53274,0.53294,0.35658,0.048706,0.12746,0.060977,0.08967,3.1943e-4,0,0,0,0,2.2095e-4,0.0093032,7.87,48.645,88.003,-0.02367,NaN,5.3317,846.9,334.53,0.01,0.37788
7.9602,1306.2,79.929,-14.958,79.932,14.962,14.316,-0.0073537,14.316,-0.029431,0.65104,0.35415,37.2,-80.6,9.7947,0.31902,-3.3181e-7,1.968,-2.1798e-4,1705.5,0,0.58512,0.0079262,120.55,108.92,1.478,0.23903,7591260,0,8.779,0.5327,0.53287,0.35659,0.04869,0.12743,0.056048,0.082733,-4.5576e-4,0,0,0,0,2.487e-4,0.0092858,7.87,48.645,88.022,-0.023612,NaN,5.3265,846.81,334.53,0.01,0.37826
7.9702,1307,79.78,-14.936,79.783,14.939,14.323,-0.0073623,14.323,-0.029452,0.65434,0.30608,37.2,-80.6,9.7947,0.29066,-3.3216e-7,2.0679,-2.3319e-4,1705.5,0,0.58512,0.0079262,120.6,108.92,1.4837,0.23859,7576589,0,8.7445,0.53267,0.53281,0.35659,0.048675,0.1274,0.051001,0.075656,-3.9156e-4,0,0,0,0,2.7563e-4,0.0092684,7.87,48.645,88.042,-0.023511,NaN,5.3213,846.73,334.52,0.01,0.37859
7.9802,1307.8,79.631,-14.914,79.633,14.916,14.329,-0.0073709,14.329,-0.029473,0.65716,0.2575,37.2,-80.6,9.7946,0.26167,-3.3271e-7,2.1583,3.229e-6,1705.5,0,0.58512,0.0079262,120.64,108.92,1.4895,0.23815,7561939,0,8.7102,0.53263,0.53275,0.3566,0.04866,0.12737,0.045855,0.068147,2.2783e-4,0,0,0,0,3.0137e-4,0.0092511,7.87,48.645,88.064,-0.02338,NaN,5.3162,846.64,334.52,0.01,0.37894
7.9902,1308.6,79.482,-14.892,79.484,14.893,14.336,-0.0073794,14.336,-0.029493,0.65949,0.20859,37.2,-80.6,9.7946,0.23215,-3.3357e-7,2.2389,-9.3599e-5,1705.5,0,0.58512,0.0079262,120.69,108.92,1.4955,0.2377,7547313,0,8.676,0.5326,0.53269,0.35661,0.048645,0.12735,0.040628,0.060787,3.4647e-4,0,0,0,0,3.2552e-4,0.0092338,7.87,48.645,88.086,-0.02324,NaN,5.311,846.56,334.52,0.01,0.37938
8.0002,1309.4,79.333,-14.87,79.336,14.871,14.342,-0.007388,14.342,-0.029514,0.66133,0.15932,37.2,-80.6,9.7946,0.20208,-3.3349e-7,2.3098,-1.3714e-4,1705.5,0,0.58512,0.0079262,120.74,108.92,1.5016,0.23726,7532709,0,8.642,0.53256,0.53263,0.35662,0.048629,0.12732,0.035318,0.052393,-1.8701e-4,0,0,0,0,3.4776e-4,0.0092165,7.87,48.645,88.108,-0.023083,NaN,5.3058,846.47,334.51,0.01,0.37972
8.0102,1310.2,79.184,-14.848,79.187,14.849,14.349,-0.0073966,14.349,-0.029535,0.66264,0.10232,37.2,-80.6,9.7946,0.16702,-3.3305e-7,2.3697,-3.2903e-4,1705.5,0,0.58512,0.0079262,120.79,108.92,1.5087,0.23682,7518145,0,8.6082,0.53253,0.53258,0.35662,0.048614,0.12729,0.029146,0.04325,-1.8341e-4,0,0,0,0,3.6739e-4,0.0091992,7.87,48.645,88.132,-0.022931,NaN,5.3007,846.39,334.51,0.01,0.38006
8.0202,1311,79.036,-14.827,79.039,14.827,14.356,-0.0074052,14.356,-0.029556,0.66338,0.045692,37.2,-80.6,9.7946,0.1318,-3.3316e-7,2.4181,-2.5903e-4,1705.5,0,0.58512,0.0079262,120.85,108.92,1.5159,0.23638,7503604,0,8.5745,0.53249,0.53252,0.35663,0.048599,0.12726,0.022963,0.034206,-2.569e-4,0,0,0,0,3.8398e-4,0.009182,7.87,48.645,88.156,-0.022726,NaN,5.2955,846.31,334.51,0.01,0.38047
8.0302,1311.8,78.888,-14.805,78.89,14.805,14.362,-0.0074139,14.362,-0.029576,0.66355,0.010379,37.2,-80.6,9.7946,0.096521,-3.3286e-7,2.4548,-3.176e-4,1705.5,0,0.58512,0.0079262,120.91,108.92,1.5231,0.23594,7489084,0,8.541,0.53246,0.53248,0.35664,0.048584,0.12724,0.016791,0.02537,3.6117e-4,0,0,0,0,3.9723e-4,0.0091648,7.87,48.645,88.18,-0.02244,NaN,5.2904,846.22,334.5,0.01,0.38069
8.0402,1312.6,78.74,-14.784,78.743,14.784,14.369,-0.0074225,14.369,-0.029597,0.66317,0.065723,37.2,-80.6,9.7946,0.061301,-3.3264e-7,2.4801,-7.5472e-4,1705.5,0,0.58512,0.0079262,120.96,108.92,1.5303,0.2355,7474586,0,8.5077,0.53243,0.53243,0.35665,0.048569,0.12721,0.010647,0.016069,4.9875e-4,0,0,0,0,4.0696e-4,0.0091476,7.87,48.645,88.205,-0.022144,NaN,5.2853,846.14,334.5,0.01,0.38093
8.0502,1313.4,78.592,-14.763,78.595,14.763,14.376,-0.0074311,14.376,-0.029618,0.66224,0.11926,37.2,-80.6,9.7946,0.026819,-3.3282e-7,2.4941,-0.0023131,1705.5,0,0.58512,0.0079262,121.02,108.92,1.5374,0.23506,7460107,0,8.4746,0.53239,0.53239,0.35665,0.048554,0.12718,0.0046509,0.0072333,-3.8001e-4,0,0,0,0,4.1312e-4,0.0091304,7.87,48.645,88.23,-0.021839,NaN,5.2802,846.05,334.5,0.01,0.3812
8.0602,1314.1,78.444,-14.743,78.447,14.743,14.382,-0.0074397,14.382,-0.029638,0.66097,0.13614,37.2,-80.6,9.7946,0.014733,-3.3285e-7,2.5005,-0.0018183,1705.5,0,0.58512,0.0079262,121.04,108.92,1.5399,0.23462,7445562,0,8.4415,0.53236,0.53236,0.35666,0.048539,0.12716,0.0025535,0.0038079,-3.7191e-5,0,0,0,0,4.168e-4,0.0091133,7.87,48.645,88.255,-0.021439,NaN,5.2751,845.97,334.5,0.01,0.38152
8.0702,1314.9,78.297,-14.723,78.3,14.723,14.389,-0.0074483,14.389,-0.029659,0.65952,0.15265,37.2,-80.6,9.7946,0.0027794,-3.3287e-7,2.5027,0.0025354,1705.5,0,0.58512,0.0079262,121.06,108.92,1.5423,0.23418,7431039,0,8.4085,0.53232,0.53232,0.35667,0.048524,0.12713,4.8146e-4,6.6364e-4,1.4717e-4,0,0,0,0,4.1912e-4,0.0090962,7.87,48.645,88.28,-0.020952,NaN,5.27,845.89,334.49,0.01,0.38195
8.0802,1315.7,78.15,-14.703,78.153,14.704,14.395,-0.0074569,14.395,-0.02968,0.65791,0.16876,37.2,-80.6,9.7946,0.0090047,-3.3289e-7,-2.5012,0.0045134,1705.5,0,0.58512,0.0079262,121.05,108.92,1.5409,0.23374,7416536,0,8.3756,0.53229,0.53229,0.35668,0.048509,0.1271,0.0015602,0.003022,4.1432e-4,0,0,0,0,-4.2022e-4,0.0090791,7.87,48.645,88.305,-0.020428,NaN,5.2649,845.8,334.49,0.01,0.3823
8.0902,1316.5,78.003,-14.683,78.006,14.684,14.402,-0.0074655,14.402,-0.0297,0.65615,0.18443,37.2,-80.6,9.7946,0.020583,-3.3293e-7,-2.4959,0.0035785,1705.5,0,0.58512,0.0079262,121.03,108.92,1.5385,0.2333,7402056,0,8.3428,0.53225,0.53225,0.35668,0.048495,0.12708,0.0035681,0.0062995,-9.2925e-5,0,0,0,0,-4.2e-4,0.009062,7.87,48.645,88.33,-0.019854,NaN,5.2598,845.72,334.49,0.01,0.38262
8.1002,1317.3,77.856,-14.664,77.859,14.665,14.408,-0.0074741,14.408,-0.029721,0.65423,0.20053,37.2,-80.6,9.7946,0.03249,-3.3302e-7,-2.4868,0.0031386,1705.5,0,0.58512,0.0079262,121.01,108.92,1.5359,0.23287,7387598,0,8.3101,0.53222,0.53222,0.35669,0.04848,0.12705,0.0056352,0.0089045,-3.4865e-4,0,0,0,0,-4.1852e-4,0.009045,7.87,48.645,88.354,-0.019262,NaN,5.2547,845.64,334.48,0.01,0.38301
8.1102,1318,77.71,-14.643,77.713,14.645,14.415,-0.0074826,14.415,-0.029741,0.65197,0.25129,37.2,-80.6,9.7946,0.066307,-3.3285e-7,-2.4707,0.0013457,1705.5,0,0.58512,0.0079262,120.95,108.92,1.5288,0.23243,7373248,0,8.2779,0.53219,0.53219,0.3567,0.048465,0.12702,0.011517,0.018014,1.4909e-4,0,0,0,0,-4.1468e-4,0.009028,7.87,48.645,88.379,-0.018665,NaN,5.2497,845.56,334.48,0.01,0.3832
